match_key,match_date,team_name,opponent,avg_score_last_5,avg_margin_last_5,days_rest,team_avg_player_disposals_last_5,team_avg_player_goals_last_5
2016-09-16_Hawthorn Hawks_vs_W. Bulldogs,2016-09-16,W. Bulldogs,Hawthorn Hawks,79.4,16.8,8.0,,
2016-09-24_Greater Western Sydney Giants_vs_W. Bulldogs,2016-09-24,W. Bulldogs,Greater Western Sydney Giants,88.6,18.6,8.0,,
2016-10-01_Sydney Swans_vs_W. Bulldogs,2016-10-01,W. Bulldogs,Sydney Swans,87.4,19.2,7.0,,
2017-03-24_Collingwood Magpies_vs_W. Bulldogs,2017-03-24,W. Bulldogs,Collingwood Magpies,86.6,15.6,174.0,,
2017-03-31_Sydney Swans_vs_W. Bulldogs,2017-03-31,W. Bulldogs,Sydney Swans,96.8,22.4,7.0,,
2017-04-08_Fremantle Dockers_vs_W. Bulldogs,2017-04-08,W. Bulldogs,Fremantle Dockers,99.0,17.6,8.0,,
2017-04-14_North Melbourne Kangaroos_vs_W. Bulldogs,2017-04-14,W. Bulldogs,North Melbourne Kangaroos,92.2,9.8,6.0,,
2017-04-22_Brisbane Lions_vs_W. Bulldogs,2017-04-22,W. Bulldogs,Brisbane Lions,92.2,9.2,8.0,,
2017-04-28_Greater Western Sydney Giants_vs_W. Bulldogs,2017-04-28,W. Bulldogs,Greater Western Sydney Giants,98.8,11.2,6.0,,
2017-05-06_Richmond Tigers_vs_W. Bulldogs,2017-05-06,W. Bulldogs,Richmond Tigers,93.4,8.0,8.0,,
2017-05-12_W. Bulldogs_vs_West Coast Eagles,2017-05-12,W. Bulldogs,West Coast Eagles,87.4,4.4,6.0,,
2017-05-19_Geelong Cats_vs_W. Bulldogs,2017-05-19,W. Bulldogs,Geelong Cats,85.0,6.0,7.0,,
2017-05-27_W. Bulldogs_vs_st kilda saints,2017-05-27,W. Bulldogs,st kilda saints,83.4,0.8,8.0,,
2017-06-08_Sydney Swans_vs_W. Bulldogs,2017-06-08,W. Bulldogs,Sydney Swans,77.0,2.4,12.0,,
2017-06-18_W. Bulldogs_vs_melbourne demons,2017-06-18,W. Bulldogs,melbourne demons,70.8,-6.4,10.0,,
2017-06-24_W. Bulldogs_vs_north melbourne kangaroos,2017-06-24,W. Bulldogs,north melbourne kangaroos,66.0,-18.8,6.0,,
2017-07-01_W. Bulldogs_vs_West Coast Eagles,2017-07-01,W. Bulldogs,West Coast Eagles,75.2,-17.0,7.0,,
2017-07-07_Adelaide Crows_vs_W. Bulldogs,2017-07-07,W. Bulldogs,Adelaide Crows,75.0,-13.8,6.0,,
2017-07-16_W. Bulldogs_vs_carlton blues,2017-07-16,W. Bulldogs,carlton blues,66.0,-33.6,9.0,,
2017-07-22_Gold Coast Suns_vs_W. Bulldogs,2017-07-22,W. Bulldogs,Gold Coast Suns,74.0,-20.4,6.0,,
2017-07-30_Essendon Bombers_vs_W. Bulldogs,2017-07-30,W. Bulldogs,Essendon Bombers,84.8,1.8,8.0,,
2017-08-05_Brisbane Lions_vs_W. Bulldogs,2017-08-05,W. Bulldogs,Brisbane Lions,88.8,7.6,6.0,,
2017-08-11_Greater Western Sydney Giants_vs_W. Bulldogs,2017-08-11,W. Bulldogs,Greater Western Sydney Giants,93.4,11.8,6.0,,
2017-08-19_Port Adelaide Power_vs_W. Bulldogs,2017-08-19,W. Bulldogs,Port Adelaide Power,95.8,14.0,8.0,,
2017-08-25_Hawthorn Hawks_vs_W. Bulldogs,2017-08-25,W. Bulldogs,Hawthorn Hawks,95.2,6.6,6.0,,
2018-03-25_Greater Western Sydney Giants_vs_W. Bulldogs,2018-03-25,W. Bulldogs,Greater Western Sydney Giants,91.2,-6.0,212.0,,
2018-04-01_W. Bulldogs_vs_West Coast Eagles,2018-04-01,W. Bulldogs,West Coast Eagles,76.0,-28.4,7.0,,
2018-04-08_Essendon Bombers_vs_W. Bulldogs,2018-04-08,W. Bulldogs,Essendon Bombers,69.4,-41.4,7.0,,
2018-04-14_Sydney Swans_vs_W. Bulldogs,2018-04-14,W. Bulldogs,Sydney Swans,78.8,-27.6,6.0,,
2018-04-21_Fremantle Dockers_vs_W. Bulldogs,2018-04-21,W. Bulldogs,Fremantle Dockers,78.8,-25.6,7.0,,
2018-04-27_W. Bulldogs_vs_carlton blues,2018-04-27,W. Bulldogs,carlton blues,71.6,-34.6,6.0,,
2018-05-05_Gold Coast Suns_vs_W. Bulldogs,2018-05-05,W. Bulldogs,Gold Coast Suns,77.4,-14.0,8.0,,
2018-05-12_Brisbane Lions_vs_W. Bulldogs,2018-05-12,W. Bulldogs,Brisbane Lions,79.6,-2.0,7.0,,
2018-05-18_Adelaide Crows_vs_W. Bulldogs,2018-05-18,W. Bulldogs,Adelaide Crows,80.2,-3.4,6.0,,
2018-05-25_Collingwood Magpies_vs_W. Bulldogs,2018-05-25,W. Bulldogs,Collingwood Magpies,69.6,-9.4,7.0,,
2018-06-02_Melbourne Demons_vs_W. Bulldogs,2018-06-02,W. Bulldogs,Melbourne Demons,69.8,-5.6,8.0,,
2018-06-14_Port Adelaide Power_vs_W. Bulldogs,2018-06-14,W. Bulldogs,Port Adelaide Power,64.0,-19.6,12.0,,
2018-06-23_North Melbourne Kangaroos_vs_W. Bulldogs,2018-06-23,W. Bulldogs,North Melbourne Kangaroos,62.8,-32.8,9.0,,
2018-06-29_Geelong Cats_vs_W. Bulldogs,2018-06-29,W. Bulldogs,Geelong Cats,56.4,-36.0,6.0,,
2018-07-07_W. Bulldogs_vs_hawthorn hawks,2018-07-07,W. Bulldogs,hawthorn hawks,71.8,-28.2,8.0,,
2018-07-14_W. Bulldogs_vs_melbourne demons,2018-07-14,W. Bulldogs,melbourne demons,72.6,-33.8,7.0,,
2018-07-22_W. Bulldogs_vs_West Coast Eagles,2018-07-22,W. Bulldogs,West Coast Eagles,76.2,-34.0,8.0,,
2018-07-29_Port Adelaide Power_vs_W. Bulldogs,2018-07-29,W. Bulldogs,Port Adelaide Power,70.4,-33.4,7.0,,
2018-08-04_St Kilda Saints_vs_W. Bulldogs,2018-08-04,W. Bulldogs,St Kilda Saints,62.2,-41.8,6.0,,
2018-08-12_North Melbourne Kangaroos_vs_W. Bulldogs,2018-08-12,W. Bulldogs,North Melbourne Kangaroos,62.2,-35.2,8.0,,
2018-08-19_Carlton Blues_vs_W. Bulldogs,2018-08-19,W. Bulldogs,Carlton Blues,68.8,-21.2,7.0,,
2018-08-25_Richmond Tigers_vs_W. Bulldogs,2018-08-25,W. Bulldogs,Richmond Tigers,68.2,-7.8,6.0,,
2019-03-23_Sydney Swans_vs_W. Bulldogs,2019-03-23,W. Bulldogs,Sydney Swans,78.0,2.4,210.0,,
2019-03-31_Hawthorn Hawks_vs_W. Bulldogs,2019-03-31,W. Bulldogs,Hawthorn Hawks,87.6,14.6,8.0,,
2019-04-07_Gold Coast Suns_vs_W. Bulldogs,2019-04-07,W. Bulldogs,Gold Coast Suns,88.2,11.4,7.0,,
2019-04-12_Collingwood Magpies_vs_W. Bulldogs,2019-04-12,W. Bulldogs,Collingwood Magpies,83.4,9.0,5.0,,
2019-04-21_Carlton Blues_vs_W. Bulldogs,2019-04-21,W. Bulldogs,Carlton Blues,83.0,2.8,9.0,,
2019-04-27_Fremantle Dockers_vs_W. Bulldogs,2019-04-27,W. Bulldogs,Fremantle Dockers,75.4,-5.4,6.0,,
2019-05-04_Richmond Tigers_vs_W. Bulldogs,2019-05-04,W. Bulldogs,Richmond Tigers,72.8,-12.6,7.0,,
2019-05-11_Brisbane Lions_vs_W. Bulldogs,2019-05-11,W. Bulldogs,Brisbane Lions,71.4,-7.0,7.0,,
2019-05-18_Geelong Cats_vs_W. Bulldogs,2019-05-18,W. Bulldogs,Geelong Cats,76.2,-2.8,7.0,,
2019-05-25_North Melbourne Kangaroos_vs_W. Bulldogs,2019-05-25,W. Bulldogs,North Melbourne Kangaroos,81.2,-8.8,7.0,,
2019-06-02_W. Bulldogs_vs_West Coast Eagles,2019-06-02,W. Bulldogs,West Coast Eagles,87.8,-5.0,8.0,,
2019-06-15_Carlton Blues_vs_W. Bulldogs,2019-06-15,W. Bulldogs,Carlton Blues,88.4,-13.4,13.0,,
2019-06-23_Collingwood Magpies_vs_W. Bulldogs,2019-06-23,W. Bulldogs,Collingwood Magpies,89.2,-22.2,8.0,,
2019-06-29_Port Adelaide Power_vs_W. Bulldogs,2019-06-29,W. Bulldogs,Port Adelaide Power,85.4,-27.2,6.0,,
2019-07-06_Geelong Cats_vs_W. Bulldogs,2019-07-06,W. Bulldogs,Geelong Cats,80.8,-13.4,7.0,,
2019-07-14_Melbourne Demons_vs_W. Bulldogs,2019-07-14,W. Bulldogs,Melbourne Demons,77.0,-5.2,8.0,,
2019-07-21_St Kilda Saints_vs_W. Bulldogs,2019-07-21,W. Bulldogs,St Kilda Saints,77.4,8.6,7.0,,
2019-07-28_Fremantle Dockers_vs_W. Bulldogs,2019-07-28,W. Bulldogs,Fremantle Dockers,74.6,2.6,7.0,,
2019-08-04_Brisbane Lions_vs_W. Bulldogs,2019-08-04,W. Bulldogs,Brisbane Lions,82.6,13.8,7.0,,
2019-08-10_Essendon Bombers_vs_W. Bulldogs,2019-08-10,W. Bulldogs,Essendon Bombers,85.4,5.2,6.0,,
2019-08-18_Greater Western Sydney Giants_vs_W. Bulldogs,2019-08-18,W. Bulldogs,Greater Western Sydney Giants,98.6,22.8,8.0,,
2019-08-25_W. Bulldogs_vs_adelaide crows,2019-08-25,W. Bulldogs,adelaide crows,109.0,33.4,7.0,,
2019-09-07_Greater Western Sydney Giants_vs_W. Bulldogs,2019-09-07,W. Bulldogs,Greater Western Sydney Giants,115.4,45.6,13.0,,
2020-03-20_Collingwood Magpies_vs_W. Bulldogs,2020-03-20,W. Bulldogs,Collingwood Magpies,103.8,24.6,195.0,,
2020-06-14_St Kilda Saints_vs_W. Bulldogs,2020-06-14,W. Bulldogs,St Kilda Saints,94.6,17.8,86.0,,
2020-06-19_W. Bulldogs_vs_greater western sydney giants,2020-06-19,W. Bulldogs,greater western sydney giants,77.0,-10.8,5.0,,
2020-06-25_Sydney Swans_vs_W. Bulldogs,2020-06-25,W. Bulldogs,Sydney Swans,63.2,-18.2,6.0,,
2020-07-04_North Melbourne Kangaroos_vs_W. Bulldogs,2020-07-04,W. Bulldogs,North Melbourne Kangaroos,52.4,-19.4,9.0,,
2020-07-12_Carlton Blues_vs_W. Bulldogs,2020-07-12,W. Bulldogs,Carlton Blues,58.8,2.0,8.0,,
2020-07-17_Essendon Bombers_vs_W. Bulldogs,2020-07-17,W. Bulldogs,Essendon Bombers,62.2,2.0,5.0,,
2020-07-23_Gold Coast Suns_vs_W. Bulldogs,2020-07-23,W. Bulldogs,Gold Coast Suns,71.0,18.2,6.0,,
2020-07-29_Richmond Tigers_vs_W. Bulldogs,2020-07-29,W. Bulldogs,Richmond Tigers,69.8,14.4,6.0,,
2020-08-03_Port Adelaide Power_vs_W. Bulldogs,2020-08-03,W. Bulldogs,Port Adelaide Power,66.2,0.6,5.0,,
2020-08-08_Brisbane Lions_vs_W. Bulldogs,2020-08-08,W. Bulldogs,Brisbane Lions,57.2,-11.8,5.0,,
2020-08-16_Adelaide Crows_vs_W. Bulldogs,2020-08-16,W. Bulldogs,Adelaide Crows,61.4,-6.2,8.0,,
2020-08-22_Melbourne Demons_vs_W. Bulldogs,2020-08-22,W. Bulldogs,Melbourne Demons,65.0,-3.2,6.0,,
2020-08-28_Geelong Cats_vs_W. Bulldogs,2020-08-28,W. Bulldogs,Geelong Cats,70.8,1.4,6.0,,
2020-09-06_W. Bulldogs_vs_West Coast Eagles,2020-09-06,W. Bulldogs,West Coast Eagles,73.2,7.4,9.0,,
2020-09-13_Hawthorn Hawks_vs_W. Bulldogs,2020-09-13,W. Bulldogs,Hawthorn Hawks,74.6,10.4,7.0,,
2020-09-20_Fremantle Dockers_vs_W. Bulldogs,2020-09-20,W. Bulldogs,Fremantle Dockers,75.4,22.4,7.0,,
2020-10-03_St Kilda Saints_vs_W. Bulldogs,2020-10-03,W. Bulldogs,St Kilda Saints,68.0,17.0,13.0,,
2021-03-19_Collingwood Magpies_vs_W. Bulldogs,2021-03-19,W. Bulldogs,Collingwood Magpies,64.8,10.8,167.0,,
2021-03-28_W. Bulldogs_vs_West Coast Eagles,2021-03-28,W. Bulldogs,West Coast Eagles,66.4,16.2,9.0,,
2021-04-02_North Melbourne Kangaroos_vs_W. Bulldogs,2021-04-02,W. Bulldogs,North Melbourne Kangaroos,76.6,17.2,5.0,,
2021-04-10_Brisbane Lions_vs_W. Bulldogs,2021-04-10,W. Bulldogs,Brisbane Lions,94.8,35.6,8.0,,
2021-04-17_Gold Coast Suns_vs_W. Bulldogs,2021-04-17,W. Bulldogs,Gold Coast Suns,94.6,33.4,7.0,,
2021-04-23_Greater Western Sydney Giants_vs_W. Bulldogs,2021-04-23,W. Bulldogs,Greater Western Sydney Giants,105.4,46.4,6.0,,
2021-04-30_W. Bulldogs_vs_richmond tigers,2021-04-30,W. Bulldogs,richmond tigers,112.4,51.0,7.0,,
2021-05-09_W. Bulldogs_vs_carlton blues,2021-05-09,W. Bulldogs,carlton blues,103.4,45.2,9.0,,
2021-05-15_Port Adelaide Power_vs_W. Bulldogs,2021-05-15,W. Bulldogs,Port Adelaide Power,91.4,22.8,6.0,,
2021-05-22_St Kilda Saints_vs_W. Bulldogs,2021-05-22,W. Bulldogs,St Kilda Saints,96.0,22.8,7.0,,
2021-05-28_W. Bulldogs_vs_melbourne demons,2021-05-28,W. Bulldogs,melbourne demons,101.2,32.6,6.0,,
2021-06-06_W. Bulldogs_vs_fremantle dockers,2021-06-06,W. Bulldogs,fremantle dockers,92.2,19.2,9.0,,
2021-06-18_Geelong Cats_vs_W. Bulldogs,2021-06-18,W. Bulldogs,Geelong Cats,99.8,29.2,12.0,,
2021-06-27_W. Bulldogs_vs_West Coast Eagles,2021-06-27,W. Bulldogs,West Coast Eagles,94.0,25.0,9.0,,
2021-07-04_North Melbourne Kangaroos_vs_W. Bulldogs,2021-07-04,W. Bulldogs,North Melbourne Kangaroos,94.4,32.2,7.0,,
2021-07-11_Sydney Swans_vs_W. Bulldogs,2021-07-11,W. Bulldogs,Sydney Swans,87.2,15.8,7.0,,
2021-07-17_Gold Coast Suns_vs_W. Bulldogs,2021-07-17,W. Bulldogs,Gold Coast Suns,87.4,17.6,6.0,,
2021-07-24_Melbourne Demons_vs_W. Bulldogs,2021-07-24,W. Bulldogs,Melbourne Demons,86.8,14.2,7.0,,
2021-07-31_Adelaide Crows_vs_W. Bulldogs,2021-07-31,W. Bulldogs,Adelaide Crows,88.2,19.2,7.0,,
2021-08-08_Essendon Bombers_vs_W. Bulldogs,2021-08-08,W. Bulldogs,Essendon Bombers,89.6,18.0,8.0,,
2021-08-14_Hawthorn Hawks_vs_W. Bulldogs,2021-08-14,W. Bulldogs,Hawthorn Hawks,84.8,9.6,6.0,,
2021-08-20_Port Adelaide Power_vs_W. Bulldogs,2021-08-20,W. Bulldogs,Port Adelaide Power,80.2,8.0,6.0,,
2021-08-29_Essendon Bombers_vs_W. Bulldogs,2021-08-29,W. Bulldogs,Essendon Bombers,75.0,5.4,9.0,,
2021-09-04_Brisbane Lions_vs_W. Bulldogs,2021-09-04,W. Bulldogs,Brisbane Lions,75.0,11.2,6.0,,
2021-09-11_Port Adelaide Power_vs_W. Bulldogs,2021-09-11,W. Bulldogs,Port Adelaide Power,69.8,1.6,7.0,,
2021-09-25_Melbourne Demons_vs_W. Bulldogs,2021-09-25,W. Bulldogs,Melbourne Demons,76.2,18.4,14.0,,
2022-03-16_Melbourne Demons_vs_W. Bulldogs,2022-03-16,W. Bulldogs,Melbourne Demons,82.0,9.0,172.0,,
2022-03-24_Carlton Blues_vs_W. Bulldogs,2022-03-24,W. Bulldogs,Carlton Blues,83.4,4.2,8.0,,
2022-03-31_Sydney Swans_vs_W. Bulldogs,2022-03-31,W. Bulldogs,Sydney Swans,84.4,-8.0,7.0,,
2022-04-09_Richmond Tigers_vs_W. Bulldogs,2022-04-09,W. Bulldogs,Richmond Tigers,82.8,-6.0,9.0,,
2022-04-15_W. Bulldogs_vs_north melbourne kangaroos,2022-04-15,W. Bulldogs,north melbourne kangaroos,71.8,-27.8,6.0,,
2022-04-23_Adelaide Crows_vs_W. Bulldogs,2022-04-23,W. Bulldogs,Adelaide Crows,86.4,0.6,8.0,,
2022-05-01_Essendon Bombers_vs_W. Bulldogs,2022-05-01,W. Bulldogs,Essendon Bombers,84.6,5.6,8.0,,
2022-05-06_W. Bulldogs_vs_port adelaide power,2022-05-06,W. Bulldogs,port adelaide power,87.2,14.4,5.0,,
2022-05-13_Collingwood Magpies_vs_W. Bulldogs,2022-05-13,W. Bulldogs,Collingwood Magpies,86.8,8.8,7.0,,
2022-05-21_W. Bulldogs_vs_gold coast suns,2022-05-21,W. Bulldogs,gold coast suns,94.4,26.0,8.0,,
2022-05-28_W. Bulldogs_vs_West Coast Eagles,2022-05-28,W. Bulldogs,West Coast Eagles,87.8,16.2,7.0,,
2022-06-03_Geelong Cats_vs_W. Bulldogs,2022-06-03,W. Bulldogs,Geelong Cats,107.6,36.6,6.0,,
2022-06-18_Greater Western Sydney Giants_vs_W. Bulldogs,2022-06-18,W. Bulldogs,Greater Western Sydney Giants,101.0,27.6,15.0,,
2022-06-24_Hawthorn Hawks_vs_W. Bulldogs,2022-06-24,W. Bulldogs,Hawthorn Hawks,112.2,35.0,6.0,,
2022-06-30_Brisbane Lions_vs_W. Bulldogs,2022-06-30,W. Bulldogs,Brisbane Lions,117.4,33.8,6.0,,
2022-07-08_W. Bulldogs_vs_sydney swans,2022-07-08,W. Bulldogs,sydney swans,109.6,21.8,8.0,,
2022-07-15_St Kilda Saints_vs_W. Bulldogs,2022-07-15,W. Bulldogs,St Kilda Saints,90.8,-9.0,7.0,,
2022-07-23_Melbourne Demons_vs_W. Bulldogs,2022-07-23,W. Bulldogs,Melbourne Demons,93.6,-0.8,8.0,,
2022-07-30_W. Bulldogs_vs_geelong cats,2022-07-30,W. Bulldogs,geelong cats,90.6,-2.8,7.0,,
2022-08-06_Fremantle Dockers_vs_W. Bulldogs,2022-08-06,W. Bulldogs,Fremantle Dockers,78.8,-16.8,7.0,,
2022-08-13_Greater Western Sydney Giants_vs_W. Bulldogs,2022-08-13,W. Bulldogs,Greater Western Sydney Giants,81.0,-12.0,7.0,,
2022-08-21_Hawthorn Hawks_vs_W. Bulldogs,2022-08-21,W. Bulldogs,Hawthorn Hawks,80.0,-0.4,8.0,,
2022-09-03_Fremantle Dockers_vs_W. Bulldogs,2022-09-03,W. Bulldogs,Fremantle Dockers,80.6,-1.4,13.0,,
2023-03-18_Melbourne Demons_vs_W. Bulldogs,2023-03-18,W. Bulldogs,Melbourne Demons,70.6,-6.0,196.0,,
2023-03-25_St Kilda Saints_vs_W. Bulldogs,2023-03-25,W. Bulldogs,St Kilda Saints,70.4,-10.4,7.0,,
2023-03-30_Brisbane Lions_vs_W. Bulldogs,2023-03-30,W. Bulldogs,Brisbane Lions,63.0,-17.2,5.0,,
2023-04-08_W. Bulldogs_vs_richmond tigers,2023-04-08,W. Bulldogs,richmond tigers,64.0,-15.4,9.0,,
2023-04-15_Port Adelaide Power_vs_W. Bulldogs,2023-04-15,W. Bulldogs,Port Adelaide Power,64.4,-19.0,7.0,,
2023-04-21_Fremantle Dockers_vs_W. Bulldogs,2023-04-21,W. Bulldogs,Fremantle Dockers,63.6,-19.2,6.0,,
2023-04-29_Hawthorn Hawks_vs_W. Bulldogs,2023-04-29,W. Bulldogs,Hawthorn Hawks,74.2,0.6,8.0,,
2023-05-06_Greater Western Sydney Giants_vs_W. Bulldogs,2023-05-06,W. Bulldogs,Greater Western Sydney Giants,84.8,16.6,7.0,,
2023-05-13_Carlton Blues_vs_W. Bulldogs,2023-05-13,W. Bulldogs,Carlton Blues,88.6,16.8,7.0,,
2023-05-20_Adelaide Crows_vs_W. Bulldogs,2023-05-20,W. Bulldogs,Adelaide Crows,86.6,19.8,7.0,,
2023-05-27_Gold Coast Suns_vs_W. Bulldogs,2023-05-27,W. Bulldogs,Gold Coast Suns,92.4,31.6,7.0,,
2023-06-03_Geelong Cats_vs_W. Bulldogs,2023-06-03,W. Bulldogs,Geelong Cats,84.2,20.4,7.0,,
2023-06-09_Port Adelaide Power_vs_W. Bulldogs,2023-06-09,W. Bulldogs,Port Adelaide Power,80.4,10.2,6.0,,
2023-06-18_W. Bulldogs_vs_north melbourne kangaroos,2023-06-18,W. Bulldogs,north melbourne kangaroos,80.2,2.8,9.0,,
2023-07-01_Fremantle Dockers_vs_W. Bulldogs,2023-07-01,W. Bulldogs,Fremantle Dockers,85.4,3.0,13.0,,
2023-07-07_Collingwood Magpies_vs_W. Bulldogs,2023-07-07,W. Bulldogs,Collingwood Magpies,88.8,-0.2,6.0,,
2023-07-13_Sydney Swans_vs_W. Bulldogs,2023-07-13,W. Bulldogs,Sydney Swans,88.8,-1.2,6.0,,
2023-07-21_Essendon Bombers_vs_W. Bulldogs,2023-07-21,W. Bulldogs,Essendon Bombers,89.0,2.8,8.0,,
2023-07-29_Greater Western Sydney Giants_vs_W. Bulldogs,2023-07-29,W. Bulldogs,Greater Western Sydney Giants,90.0,15.4,8.0,,
2023-08-04_Richmond Tigers_vs_W. Bulldogs,2023-08-04,W. Bulldogs,Richmond Tigers,83.6,10.2,6.0,,
2023-08-13_W. Bulldogs_vs_hawthorn hawks,2023-08-13,W. Bulldogs,hawthorn hawks,88.4,15.4,9.0,,
2023-08-20_W. Bulldogs_vs_West Coast Eagles,2023-08-20,W. Bulldogs,West Coast Eagles,85.8,17.2,7.0,,
2023-08-26_W. Bulldogs_vs_geelong cats,2023-08-26,W. Bulldogs,geelong cats,87.6,16.2,6.0,,
2024-03-17_Melbourne Demons_vs_W. Bulldogs,2024-03-17,W. Bulldogs,Melbourne Demons,90.4,13.0,204.0,,
2024-03-24_Gold Coast Suns_vs_W. Bulldogs,2024-03-24,W. Bulldogs,Gold Coast Suns,88.6,5.0,7.0,,
2024-03-31_W. Bulldogs_vs_West Coast Eagles,2024-03-31,W. Bulldogs,West Coast Eagles,86.4,3.6,7.0,,
2024-04-06_W. Bulldogs_vs_geelong cats,2024-04-06,W. Bulldogs,geelong cats,94.8,19.4,6.0,,
2024-04-12_W. Bulldogs_vs_essendon bombers,2024-04-12,W. Bulldogs,essendon bombers,96.0,20.0,6.0,,
2024-04-18_St Kilda Saints_vs_W. Bulldogs,2024-04-18,W. Bulldogs,St Kilda Saints,88.6,9.2,6.0,,
2024-04-27_Fremantle Dockers_vs_W. Bulldogs,2024-04-27,W. Bulldogs,Fremantle Dockers,100.6,30.2,9.0,,
2024-05-05_Hawthorn Hawks_vs_W. Bulldogs,2024-05-05,W. Bulldogs,Hawthorn Hawks,91.8,15.8,8.0,,
2024-05-11_Richmond Tigers_vs_W. Bulldogs,2024-05-11,W. Bulldogs,Richmond Tigers,88.8,-0.8,6.0,,
2024-05-18_Greater Western Sydney Giants_vs_W. Bulldogs,2024-05-18,W. Bulldogs,Greater Western Sydney Giants,97.2,18.2,7.0,,
2024-05-23_Sydney Swans_vs_W. Bulldogs,2024-05-23,W. Bulldogs,Sydney Swans,97.8,29.4,5.0,,
2024-05-31_Collingwood Magpies_vs_W. Bulldogs,2024-05-31,W. Bulldogs,Collingwood Magpies,90.6,14.6,8.0,,
2024-06-07_Brisbane Lions_vs_W. Bulldogs,2024-06-07,W. Bulldogs,Brisbane Lions,96.4,23.0,7.0,,
2024-06-15_Fremantle Dockers_vs_W. Bulldogs,2024-06-15,W. Bulldogs,Fremantle Dockers,92.4,15.8,8.0,,
2024-06-29_North Melbourne Kangaroos_vs_W. Bulldogs,2024-06-29,W. Bulldogs,North Melbourne Kangaroos,95.6,11.0,14.0,,
2024-07-06_W. Bulldogs_vs_port adelaide power,2024-07-06,W. Bulldogs,port adelaide power,97.0,9.0,7.0,,
2024-07-13_Carlton Blues_vs_W. Bulldogs,2024-07-13,W. Bulldogs,Carlton Blues,90.2,2.2,7.0,,
2024-07-20_Geelong Cats_vs_W. Bulldogs,2024-07-20,W. Bulldogs,Geelong Cats,90.2,1.4,7.0,,
2024-07-28_Sydney Swans_vs_W. Bulldogs,2024-07-28,W. Bulldogs,Sydney Swans,95.0,19.4,8.0,,
2024-08-02_Melbourne Demons_vs_W. Bulldogs,2024-08-02,W. Bulldogs,Melbourne Demons,82.6,13.8,5.0,,
2024-08-11_Adelaide Crows_vs_W. Bulldogs,2024-08-11,W. Bulldogs,Adelaide Crows,89.2,20.6,9.0,,
2024-08-18_North Melbourne Kangaroos_vs_W. Bulldogs,2024-08-18,W. Bulldogs,North Melbourne Kangaroos,92.8,22.4,7.0,,
2024-08-25_W. Bulldogs_vs_greater western sydney giants,2024-08-25,W. Bulldogs,greater western sydney giants,100.4,38.8,7.0,,
2024-09-06_Hawthorn Hawks_vs_W. Bulldogs,2024-09-06,W. Bulldogs,Hawthorn Hawks,101.0,36.8,12.0,,
2025-03-15_North Melbourne Kangaroos_vs_W. Bulldogs,2025-03-15,W. Bulldogs,North Melbourne Kangaroos,96.0,21.6,190.0,,
2025-03-21_W. Bulldogs_vs_collingwood magpies,2025-03-21,W. Bulldogs,collingwood magpies,96.6,14.6,6.0,,
2025-03-28_Carlton Blues_vs_W. Bulldogs,2025-03-28,W. Bulldogs,Carlton Blues,96.2,21.2,7.0,,
2025-04-06_Fremantle Dockers_vs_W. Bulldogs,2025-04-06,W. Bulldogs,Fremantle Dockers,85.2,3.6,9.0,,
2025-04-12_Brisbane Lions_vs_W. Bulldogs,2025-04-12,W. Bulldogs,Brisbane Lions,81.8,-7.0,6.0,,
2025-04-20_St Kilda Saints_vs_W. Bulldogs,2025-04-20,W. Bulldogs,St Kilda Saints,88.8,-3.8,8.0,,
2025-04-26_Greater Western Sydney Giants_vs_W. Bulldogs,2025-04-26,W. Bulldogs,Greater Western Sydney Giants,91.6,7.2,6.0,,
2025-05-03_Port Adelaide Power_vs_W. Bulldogs,2025-05-03,W. Bulldogs,Port Adelaide Power,100.2,14.8,7.0,,
2025-05-10_Gold Coast Suns_vs_W. Bulldogs,2025-05-10,W. Bulldogs,Gold Coast Suns,109.8,31.2,7.0,,
2025-05-17_Essendon Bombers_vs_W. Bulldogs,2025-05-17,W. Bulldogs,Essendon Bombers,112.8,32.4,7.0,,
2025-05-22_Geelong Cats_vs_W. Bulldogs,2025-05-22,W. Bulldogs,Geelong Cats,118.8,54.8,5.0,,
2025-06-05_Hawthorn Hawks_vs_W. Bulldogs,2025-06-05,W. Bulldogs,Hawthorn Hawks,116.0,37.8,14.0,,
2025-06-12_St Kilda Saints_vs_W. Bulldogs,2025-06-12,W. Bulldogs,St Kilda Saints,105.2,27.0,7.0,,
2025-06-22_Richmond Tigers_vs_W. Bulldogs,2025-06-22,W. Bulldogs,Richmond Tigers,105.4,23.4,10.0,,
2025-06-27_Sydney Swans_vs_W. Bulldogs,2025-06-27,W. Bulldogs,Sydney Swans,113.2,41.2,5.0,,
2025-07-03_North Melbourne Kangaroos_vs_W. Bulldogs,2025-07-03,W. Bulldogs,North Melbourne Kangaroos,108.8,24.8,6.0,,
2025-07-12_W. Bulldogs_vs_adelaide crows,2025-07-12,W. Bulldogs,adelaide crows,113.0,37.4,9.0,,
2025-07-18_Brisbane Lions_vs_W. Bulldogs,2025-07-18,W. Bulldogs,Brisbane Lions,120.8,39.6,6.0,,
2025-07-25_W. Bulldogs_vs_essendon bombers,2025-07-25,W. Bulldogs,essendon bombers,109.6,23.2,7.0,,
2025-07-31_Greater Western Sydney Giants_vs_W. Bulldogs,2025-07-31,W. Bulldogs,Greater Western Sydney Giants,111.2,26.0,6.0,,
